,PRP$,IN,RB,NN,NNPS,UH,POS,WP,JJ,JJS,.,:,$,LS,RBR,MD,PDT,-RRB-,CC,TO,VBG,PRP,NNS,WRB,DT,RBS,VBN,JJR,WDT,NNP,",",VB,VBP,VBD,EX,#,-LRB-,RP,WP$,``,FW,'',VBZ,CD
VBP,0.011786038077969177,0.09610154125113327,0.13236627379873073,0.029011786038077973,0.0009066183136899362,0.0009066183136899362,0.0009066183136899362,0.0018132366273798726,0.08340888485947415,0.0009066183136899362,0.023572076155938353,0.0027198549410698096,0.0036264732547597453,0.0009066183136899362,0.004533091568449682,0.0027198549410698096,0.0018132366273798726,0.0009066183136899362,0.006346328195829554,0.057116953762466,0.0815956482320943,0.032638259292837715,0.02447869446962829,0.0018132366273798726,0.12420670897552127,0.0009066183136899362,0.1613780598368087,0.009066183136899364,0.0018132366273798726,0.025385312783318223,0.025385312783318223,0.0027198549410698096,0.0018132366273798726,0.004533091568449682,0.0018132366273798726,0.0009066183136899362,0.0036264732547597453,0.01359927470534905,0.0009066183136899362,0.006346328195829554,0.0009066183136899362,0.0018132366273798726,0.0027198549410698096,0.007252946509519491
VBD,0.024509803921568627,0.11397058823529412,0.07965686274509802,0.03513071895424836,0.0004084967320261437,0.0008169934640522875,0.0004084967320261437,0.0004084967320261437,0.04861111111111111,0.0008169934640522875,0.0559640522875817,0.0028594771241830064,0.014297385620915034,0.0004084967320261437,0.004084967320261438,0.0012254901960784316,0.0008169934640522875,0.0004084967320261437,0.0028594771241830064,0.06086601307189542,0.024101307189542485,0.06331699346405228,0.025735294117647065,0.0028594771241830064,0.16176470588235295,0.0004084967320261437,0.09395424836601307,0.009395424836601305,0.0004084967320261437,0.06331699346405228,0.021241830065359478,0.0036764705882352923,0.0004084967320261437,0.0028594771241830064,0.002042483660130719,0.0008169934640522875,0.0008169934640522875,0.01552287581699346,0.0004084967320261437,0.004493464052287581,0.0004084967320261437,0.0008169934640522875,0.0008169934640522875,0.05187908496732027
EX,0.008264462809917354,0.008264462809917354,0.024793388429752067,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.04132231404958677,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.12396694214876035,0.0909090909090909,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.008264462809917354,0.39669421487603307,0.008264462809917354
#,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.016949152542372878,0.2711864406779661
-LRB-,0.006896551724137933,0.05517241379310345,0.020689655172413793,0.04137931034482759,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.020689655172413793,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.1310344827586207,0.006896551724137933,0.006896551724137933,0.013793103448275865,0.006896551724137933,0.006896551724137933,0.027586206896551724,0.006896551724137933,0.020689655172413793,0.020689655172413793,0.027586206896551724,0.006896551724137933,0.06206896551724138,0.006896551724137933,0.04827586206896551,0.020689655172413793,0.006896551724137933,0.2275862068965517,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.006896551724137933,0.06206896551724138
RP,0.0547945205479452,0.2100456621004566,0.0228310502283105,0.0502283105022831,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0502283105022831,0.0045662100456621,0.03652968036529681,0.0045662100456621,0.013698630136986304,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.018264840182648404,0.0547945205479452,0.018264840182648404,0.0045662100456621,0.0547945205479452,0.0045662100456621,0.1735159817351598,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.0045662100456621,0.027397260273972598,0.03652968036529681,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.013698630136986304,0.0045662100456621,0.013698630136986304,0.0045662100456621,0.0228310502283105
WP$,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.11111111111111109,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517
``,0.004777070063694266,0.06528662420382166,0.07006369426751592,0.08598726114649681,0.0015923566878980895,0.0031847133757961794,0.0015923566878980895,0.009554140127388533,0.10987261146496816,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.01273885350318472,0.0015923566878980895,0.0015923566878980895,0.022292993630573247,0.007961783439490448,0.017515923566878987,0.17197452229299362,0.030254777070063694,0.011146496815286629,0.16719745222929935,0.0015923566878980895,0.020700636942675155,0.0031847133757961794,0.0015923566878980895,0.06528662420382166,0.0015923566878980895,0.020700636942675155,0.01273885350318472,0.009554140127388533,0.022292993630573247,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.0015923566878980895,0.022292993630573247,0.0015923566878980895
FW,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.041666666666666664,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.041666666666666664,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.02083333333333333,0.0625,0.02083333333333333
'',0.0046296296296296285,0.1342592592592593,0.013888888888888888,0.05324074074074074,0.002314814814814814,0.002314814814814814,0.002314814814814814,0.002314814814814814,0.0046296296296296285,0.002314814814814814,0.002314814814814814,0.009259259259259257,0.002314814814814814,0.002314814814814814,0.002314814814814814,0.0046296296296296285,0.002314814814814814,0.002314814814814814,0.046296296296296294,0.018518518518518517,0.018518518518518517,0.10879629629629628,0.0324074074074074,0.002314814814814814,0.06481481481481481,0.002314814814814814,0.0046296296296296285,0.0046296296296296285,0.02083333333333333,0.10185185185185185,0.002314814814814814,0.009259259259259257,0.0046296296296296285,0.10185185185185185,0.002314814814814814,0.002314814814814814,0.011574074074074072,0.002314814814814814,0.0046296296296296285,0.002314814814814814,0.002314814814814814,0.011574074074074072,0.16435185185185186,0.002314814814814814
VBZ,0.011261261261261262,0.0884009009009009,0.12950450450450451,0.04110360360360361,0.000563063063063063,0.000563063063063063,0.000563063063063063,0.0022522522522522522,0.06813063063063064,0.0016891891891891895,0.026463963963963968,0.005630630630630631,0.006756756756756759,0.000563063063063063,0.004504504504504505,0.0011261261261261261,0.000563063063063063,0.000563063063063063,0.003941441441441442,0.05574324324324326,0.05686936936936938,0.0213963963963964,0.014076576576576579,0.004504504504504505,0.15484234234234234,0.000563063063063063,0.14752252252252254,0.008445945945945948,0.000563063063063063,0.06306306306306306,0.0213963963963964,0.003941441441441442,0.000563063063063063,0.002815315315315315,0.0016891891891891895,0.000563063063063063,0.000563063063063063,0.008445945945945948,0.000563063063063063,0.015202702702702702,0.000563063063063063,0.0016891891891891895,0.0022522522522522522,0.018018018018018025
CD,0.0006922810661128421,0.08307372793354104,0.003807545863620632,0.20941502249913466,0.00034614053305642104,0.00034614053305642104,0.001384562132225683,0.0006922810661128421,0.035652474904811354,0.001730702665282104,0.08168916580131533,0.012461059190031156,0.00034614053305642104,0.00034614053305642104,0.0010384215991692625,0.003461405330564208,0.00034614053305642104,0.00865351332641052,0.018345448251990307,0.03530633437175493,0.0024229837313949456,0.001730702665282104,0.14849428868120457,0.0006922810661128421,0.028383523710626517,0.00034614053305642104,0.005192107995846313,0.0010384215991692625,0.0024229837313949456,0.01592246452059537,0.09345794392523366,0.00034614053305642104,0.004153686396677051,0.0069228106611284165,0.00034614053305642104,0.00034614053305642104,0.0027691242644513666,0.00034614053305642104,0.00034614053305642104,0.0010384215991692625,0.00034614053305642104,0.001384562132225683,0.003807545863620632,0.1786085150571132
