,PRP$,IN,RB,NN,NNPS,UH,POS,WP,JJ,JJS,.,:,SYM,$,LS,RBR,MD,PDT,-RRB-,CC,TO,VBG,PRP,NNS,WRB,DT,RBS,VBN,JJR,WDT,NNP,",",VB,VBP,VBD,EX,#,-LRB-,RP,WP$,``,FW,'',VBZ,CD
",",0.003862992531547771,0.08318310584599536,0.056657223796034,0.04790110739119238,0.0007725985063095548,0.0002575328354365182,0.0002575328354365182,0.01081637908833376,0.04584084470770023,0.0018027298480556276,0.0002575328354365182,0.0002575328354365182,0.0002575328354365182,0.0056657223796034014,0.0005150656708730364,0.001030131341746073,0.012104043265516352,0.0002575328354365182,0.0002575328354365182,0.0824105073396858,0.005923255215039918,0.04043265516353336,0.03837239248004121,0.028071079062580474,0.007983517898532064,0.1362348699459181,0.0007725985063095548,0.023435488024723148,0.0015451970126191083,0.03785732680916816,0.13262941024980685,0.0002575328354365182,0.003862992531547771,0.008498583569405097,0.056142158125160956,0.0036054596961112555,0.0002575328354365182,0.0005150656708730364,0.0002575328354365182,0.001287664177182591,0.012876641771825913,0.0002575328354365182,0.05227916559361318,0.028843677568890037,0.023435488024723148
VB,0.03766478342749529,0.10828625235404897,0.03342749529190207,0.06167608286252353,0.0009416195856873823,0.0004708097928436911,0.0004708097928436911,0.0037664783427495295,0.08521657250470811,0.0018832391713747645,0.028719397363465158,0.004237288135593219,0.0004708097928436911,0.010828625235404895,0.0004708097928436911,0.008003766478342748,0.0009416195856873823,0.003295668549905838,0.0004708097928436911,0.010357815442561206,0.03719397363465159,0.016949152542372878,0.038606403013182675,0.04425612052730696,0.0037664783427495295,0.23210922787193974,0.0014124293785310737,0.09369114877589456,0.008474576271186437,0.0014124293785310737,0.03295668549905837,0.019774011299435026,0.007062146892655369,0.0014124293785310737,0.0014124293785310737,0.0009416195856873823,0.0004708097928436911,0.0014124293785310737,0.023069679849340868,0.0009416195856873823,0.0056497175141242955,0.0004708097928436911,0.0023540489642184556,0.0014124293785310737,0.021186440677966104
VBP,0.010091743119266057,0.09266055045871562,0.14495412844036698,0.030275229357798167,0.0009174311926605505,0.0009174311926605505,0.0009174311926605505,0.0027522935779816524,0.08532110091743118,0.0009174311926605505,0.024770642201834864,0.0027522935779816524,0.0009174311926605505,0.0018348623853211012,0.0009174311926605505,0.005504587155963305,0.0018348623853211012,0.0009174311926605505,0.0009174311926605505,0.004587155963302753,0.06055045871559634,0.07431192660550458,0.030275229357798167,0.02293577981651376,0.0018348623853211012,0.1220183486238532,0.0009174311926605505,0.1706422018348624,0.007339449541284406,0.0009174311926605505,0.024770642201834864,0.022018348623853216,0.0027522935779816524,0.0018348623853211012,0.004587155963302753,0.0018348623853211012,0.0009174311926605505,0.0027522935779816524,0.01284403669724771,0.0009174311926605505,0.0064220183486238544,0.0009174311926605505,0.0009174311926605505,0.0027522935779816524,0.007339449541284406
VBD,0.022159548751007247,0.12006446414182113,0.08460918614020953,0.03666398066075746,0.00040290088638195,0.0008058017727639002,0.00040290088638195,0.0012087026591458504,0.0443190975020145,0.0008058017727639002,0.049959709911361797,0.0020145044319097504,0.00040290088638195,0.011281224818694605,0.00040290088638195,0.003223207091055601,0.0012087026591458504,0.0012087026591458504,0.00040290088638195,0.0028203062046736507,0.06285253827558421,0.0201450443190975,0.06929895245769542,0.021756647864625306,0.0024174053182917012,0.1627719580983078,0.00040290088638195,0.10314262691377919,0.007252215954875099,0.00040290088638195,0.061643835616438346,0.021353746978243354,0.003223207091055601,0.00040290088638195,0.0024174053182917012,0.0020145044319097504,0.00040290088638195,0.00040290088638195,0.014907332796132157,0.00040290088638195,0.0048348106365834025,0.00040290088638195,0.00040290088638195,0.0008058017727639002,0.05157131345688962
EX,0.008928571428571432,0.008928571428571432,0.02678571428571428,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.044642857142857144,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.13392857142857142,0.09821428571428573,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.008928571428571432,0.3392857142857143,0.008928571428571432
#,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.22807017543859648
-LRB-,0.007194244604316549,0.05755395683453238,0.007194244604316549,0.03597122302158273,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.02877697841726619,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.1510791366906475,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.02877697841726619,0.007194244604316549,0.014388489208633098,0.014388489208633098,0.021582733812949645,0.007194244604316549,0.04316546762589929,0.007194244604316549,0.050359712230215826,0.021582733812949645,0.007194244604316549,0.2517985611510791,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.007194244604316549,0.050359712230215826
RP,0.04932735426008969,0.2331838565022422,0.03139013452914798,0.04932735426008969,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.04932735426008969,0.004484304932735426,0.04035874439461884,0.004484304932735426,0.004484304932735426,0.01345291479820628,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.017937219730941707,0.044843049327354265,0.01345291479820628,0.008968609865470852,0.04035874439461884,0.004484304932735426,0.16591928251121077,0.004484304932735426,0.004484304932735426,0.01345291479820628,0.004484304932735426,0.026905829596412554,0.04035874439461884,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.01345291479820628,0.004484304932735426,0.01345291479820628,0.004484304932735426,0.017937219730941707
WP$,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.14285714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.0892857142857143,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285,0.01785714285714285
``,0.004950495049504949,0.06600660066006599,0.07095709570957094,0.1023102310231023,0.0016501650165016506,0.0033003300330033017,0.0016501650165016506,0.0099009900990099,0.09075907590759076,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.011551155115511545,0.0016501650165016506,0.0016501650165016506,0.021452145214521448,0.004950495049504949,0.0198019801980198,0.17491749174917492,0.03135313531353136,0.0099009900990099,0.17326732673267325,0.0016501650165016506,0.023102310231023104,0.0033003300330033017,0.0016501650165016506,0.05940594059405942,0.0016501650165016506,0.024752475247524757,0.01485148514851485,0.004950495049504949,0.01815181518151816,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.0016501650165016506,0.01815181518151816,0.0033003300330033017
FW,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.042553191489361694,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.021276595744680854,0.042553191489361694,0.021276595744680854
'',0.004878048780487803,0.13902439024390248,0.017073170731707315,0.06097560975609755,0.0024390243902439016,0.0024390243902439016,0.0024390243902439016,0.0024390243902439016,0.004878048780487803,0.0024390243902439016,0.004878048780487803,0.007317073170731707,0.0024390243902439016,0.0024390243902439016,0.0024390243902439016,0.0024390243902439016,0.007317073170731707,0.0024390243902439016,0.004878048780487803,0.04146341463414635,0.019512195121951216,0.014634146341463415,0.10000000000000002,0.02682926829268292,0.004878048780487803,0.053658536585365846,0.0024390243902439016,0.009756097560975608,0.004878048780487803,0.014634146341463415,0.08048780487804878,0.0024390243902439016,0.007317073170731707,0.009756097560975608,0.1073170731707317,0.0024390243902439016,0.0024390243902439016,0.01219512195121951,0.0024390243902439016,0.004878048780487803,0.0024390243902439016,0.0024390243902439016,0.014634146341463415,0.17804878048780487,0.0024390243902439016
VBZ,0.013083048919226395,0.08930602957906714,0.12457337883959042,0.03981797497155859,0.0005688282138794085,0.0005688282138794085,0.0005688282138794085,0.001706484641638226,0.06655290102389078,0.001706484641638226,0.026166097838452782,0.006257110352673494,0.0005688282138794085,0.006825938566552899,0.0005688282138794085,0.0034129692832764492,0.001137656427758817,0.001137656427758817,0.0005688282138794085,0.004550625711035265,0.05119453924914676,0.05574516496018203,0.03014789533560864,0.014220705346985217,0.00398179749715586,0.1569965870307167,0.0005688282138794085,0.14789533560864618,0.007963594994311714,0.0005688282138794085,0.06598407281001137,0.019908987485779295,0.0034129692832764492,0.0005688282138794085,0.0022753128555176344,0.001706484641638226,0.0005688282138794085,0.0005688282138794085,0.00910125142207053,0.0005688282138794085,0.013651877133105799,0.0005688282138794085,0.001706484641638226,0.002844141069397043,0.017633674630261664
CD,0.0007094714437743882,0.0773323873714083,0.002837885775097553,0.21142249024476767,0.0003547357218871941,0.0003547357218871941,0.0010642071656615825,0.0010642071656615825,0.04008513657325292,0.0014189428875487765,0.08087974459028023,0.013125221709826185,0.0003547357218871941,0.0003547357218871941,0.0003547357218871941,0.0007094714437743882,0.004256828662646327,0.0003547357218871941,0.009577864490954241,0.020929407591344446,0.034409365023057824,0.0021284143313231633,0.0014189428875487765,0.15111741752394467,0.0007094714437743882,0.02802412202908833,0.0003547357218871941,0.004966300106420718,0.0017736786094359705,0.0021284143313231633,0.012415750266051795,0.09400496630010641,0.0003547357218871941,0.0035473572188719415,0.0060305072720822995,0.0003547357218871941,0.0003547357218871941,0.0031926214969847455,0.0003547357218871941,0.0007094714437743882,0.0010642071656615825,0.0003547357218871941,0.0007094714437743882,0.0035473572188719415,0.17843206810925863
